0,-0.041,0.010,0.047
12,-0.031,0.004,0.070
23,-0.026,0.005,0.065
32,-0.032,0.012,0.071
42,-0.025,0.004,0.068
52,-0.032,0.008,0.070
62,-0.035,0.008,0.080
72,-0.038,0.009,0.071
82,-0.034,0.009,0.070
92,-0.029,0.006,0.068
102,-0.034,0.007,0.071
112,-0.032,0.006,0.073
122,-0.034,0.014,0.070
132,-0.025,0.011,0.072
142,-0.041,0.008,0.071
152,-0.030,0.010,0.071
162,-0.038,0.010,0.066
172,-0.031,0.014,0.072
182,-0.037,0.013,0.063
192,-0.041,0.010,0.081
213,-0.042,0.008,0.080
222,-0.042,0.016,0.085
232,-0.053,0.012,0.084
242,-0.060,0.006,0.082
252,-0.059,0.012,0.084
262,-0.063,0.008,0.088
272,-0.065,0.013,0.094
282,-0.069,0.005,0.093
302,-0.075,0.005,0.093
312,-0.079,0.005,0.094
322,-0.076,0.001,0.089
332,-0.078,-0.002,0.088
342,-0.085,-0.002,0.100
352,-0.085,-0.006,0.093
362,-0.082,-0.003,0.099
372,-0.082,-0.008,0.094
392,-0.092,-0.009,0.102
402,-0.092,-0.008,0.107
412,-0.099,-0.013,0.115
422,-0.097,-0.008,0.107
432,-0.106,-0.003,0.103
442,-0.111,0.002,0.113
452,-0.124,0.006,0.104
462,-0.121,0.009,0.105
482,-0.124,0.013,0.096
492,-0.131,0.021,0.096
502,-0.134,0.031,0.094
512,-0.132,0.038,0.110
522,-0.134,0.042,0.113
532,-0.142,0.056,0.106
542,-0.148,0.060,0.112
552,-0.155,0.062,0.108
572,-0.150,0.070,0.113
582,-0.155,0.070,0.116
592,-0.156,0.075,0.115
602,-0.161,0.075,0.108
612,-0.153,0.079,0.113
622,-0.163,0.080,0.123
632,-0.160,0.089,0.125
642,-0.157,0.089,0.124
662,-0.170,0.094,0.121
672,-0.177,0.106,0.127
682,-0.175,0.094,0.133
692,-0.176,0.102,0.135
702,-0.172,0.110,0.148
712,-0.182,0.115,0.155
722,-0.180,0.129,0.152
732,-0.180,0.131,0.163
752,-0.179,0.154,0.156
762,-0.172,0.159,0.152
772,-0.169,0.170,0.164
782,-0.177,0.161,0.164
792,-0.180,0.168,0.182
802,-0.173,0.170,0.184
812,-0.179,0.181,0.194
822,-0.176,0.186,0.190
842,-0.180,0.214,0.188
852,-0.171,0.222,0.176
862,-0.177,0.238,0.180
872,-0.181,0.243,0.179
882,-0.176,0.243,0.169
892,-0.178,0.270,0.168
902,-0.183,0.289,0.174
912,-0.180,0.283,0.182
932,-0.173,0.283,0.186
942,-0.173,0.286,0.189
952,-0.177,0.290,0.182
962,-0.174,0.274,0.179
972,-0.192,0.260,0.185
982,-0.220,0.247,0.213
992,-0.245,0.233,0.236
1002,-0.252,0.227,0.248
1022,-0.213,0.251,0.257
1032,-0.196,0.252,0.297
1042,-0.198,0.273,0.323
1052,-0.183,0.279,0.323
1062,-0.175,0.275,0.314
1072,-0.162,0.286,0.330
1082,-0.155,0.298,0.328
1092,-0.148,0.328,0.317
1112,-0.095,0.334,0.324
1122,-0.063,0.324,0.332
1132,-0.051,0.324,0.349
1142,-0.029,0.335,0.373
1152,-0.006,0.357,0.373
1162,0.037,0.375,0.351
1172,0.043,0.393,0.333
1182,0.029,0.403,0.306
1202,0.025,0.391,0.299
1213,0.056,0.400,0.323
1222,0.082,0.389,0.354
1232,0.129,0.379,0.352
1242,0.195,0.347,0.317
1252,0.250,0.322,0.304
1262,0.312,0.321,0.265
1272,0.340,0.312,0.230
1292,0.438,0.271,0.191
1302,0.464,0.234,0.171
1312,0.499,0.217,0.142
1322,0.523,0.219,0.101
1332,0.520,0.236,0.085
1342,0.527,0.202,0.052
1353,0.567,0.170,0.013
1362,0.604,0.136,-0.019
1382,0.557,0.125,-0.024
1392,0.560,0.116,-0.063
1402,0.604,0.131,-0.089
1412,0.606,0.110,-0.102
1422,0.595,0.101,-0.112
1432,0.605,0.103,-0.120
1442,0.593,0.093,-0.161
1452,0.588,0.055,-0.208
1472,0.567,0.052,-0.254
1482,0.597,0.028,-0.299
1492,0.593,-0.014,-0.349
1502,0.578,-0.042,-0.355
1512,0.578,0.004,-0.356
1523,0.521,0.062,-0.295
1532,0.554,0.026,-0.343
1542,0.626,-0.091,-0.444
1562,0.590,-0.024,-0.390
1572,0.562,0.103,-0.299
