1,0.017,0.035,0.076
9,0.024,0.025,0.069
19,0.028,0.027,0.075
29,0.019,0.030,0.080
39,0.024,0.029,0.067
49,0.029,0.028,0.072
59,0.034,0.031,0.068
69,0.030,0.036,0.072
79,0.037,0.027,0.075
89,0.036,0.036,0.068
99,0.034,0.026,0.058
109,0.037,0.031,0.060
119,0.048,0.034,0.063
129,0.045,0.030,0.056
139,0.053,0.025,0.061
149,0.054,0.028,0.059
159,0.057,0.024,0.059
169,0.059,0.027,0.053
179,0.060,0.024,0.052
189,0.070,0.023,0.052
209,0.073,0.023,0.036
219,0.071,0.027,0.049
229,0.081,0.021,0.042
239,0.077,0.028,0.039
249,0.082,0.033,0.038
259,0.084,0.035,0.040
269,0.087,0.036,0.041
279,0.085,0.036,0.039
299,0.098,0.037,0.039
309,0.087,0.032,0.027
319,0.095,0.031,0.026
329,0.102,0.035,0.026
339,0.105,0.029,0.022
349,0.109,0.027,0.023
359,0.107,0.014,0.020
369,0.119,0.012,0.021
389,0.122,0.004,0.007
399,0.124,0.010,0.012
409,0.140,0.011,0.009
419,0.143,0.004,0.011
429,0.151,-0.001,-0.011
439,0.151,-0.005,-0.027
449,0.157,-0.011,-0.021
459,0.154,-0.006,-0.040
479,0.148,0.007,-0.041
489,0.151,0.014,-0.043
499,0.142,0.023,-0.044
509,0.134,0.029,-0.055
519,0.132,0.029,-0.057
529,0.132,0.025,-0.055
539,0.127,0.026,-0.060
549,0.128,0.020,-0.050
569,0.133,0.029,-0.061
579,0.136,0.030,-0.060
589,0.149,0.019,-0.069
599,0.156,0.029,-0.081
609,0.174,0.031,-0.082
619,0.165,0.021,-0.087
629,0.159,0.015,-0.089
639,0.156,0.004,-0.106
659,0.146,-0.001,-0.127
669,0.145,0.000,-0.139
679,0.144,0.011,-0.142
689,0.146,0.022,-0.137
699,0.151,0.043,-0.137
709,0.158,0.046,-0.118
719,0.151,0.040,-0.125
729,0.147,0.039,-0.134
749,0.139,0.052,-0.144
759,0.121,0.047,-0.144
769,0.121,0.036,-0.175
779,0.118,0.037,-0.188
789,0.121,0.040,-0.186
799,0.106,0.044,-0.169
809,0.107,0.032,-0.183
819,0.134,0.035,-0.187
839,0.146,0.045,-0.201
850,0.126,0.036,-0.209
859,0.114,0.028,-0.229
869,0.102,0.013,-0.243
879,0.104,0.020,-0.244
889,0.123,0.040,-0.229
899,0.134,0.063,-0.231
909,0.146,0.082,-0.234
929,0.161,0.047,-0.209
939,0.160,0.044,-0.243
949,0.127,0.047,-0.286
959,0.091,0.037,-0.327
969,0.059,0.049,-0.334
979,0.038,0.079,-0.347
989,0.059,0.097,-0.323
999,0.092,0.102,-0.272
1019,0.088,0.083,-0.287
1029,0.049,0.088,-0.314
1039,0.015,0.091,-0.336
1049,0.004,0.100,-0.370
1059,0.000,0.130,-0.383
1069,0.010,0.134,-0.365
1079,0.040,0.121,-0.343
1089,0.054,0.127,-0.370
1109,0.055,0.175,-0.367
1119,0.023,0.238,-0.396
1129,0.013,0.256,-0.366
1139,-0.002,0.277,-0.342
1149,0.006,0.290,-0.322
1159,-0.004,0.312,-0.350
1169,0.022,0.326,-0.319
1179,0.050,0.352,-0.314
1199,0.058,0.375,-0.243
1209,0.134,0.379,-0.234
1219,0.202,0.419,-0.232
1229,0.221,0.447,-0.211
