952,-0.035,0.210,0.347
962,-0.012,0.223,0.345
972,0.016,0.232,0.356
982,0.037,0.239,0.346
992,0.033,0.226,0.365
1002,0.024,0.218,0.359
1028,0.019,0.245,0.386
1032,0.034,0.254,0.393
1042,0.028,0.266,0.400
1056,0.026,0.265,0.396
1062,0.005,0.262,0.388
1072,-0.040,0.261,0.408
1082,-0.063,0.255,0.416
1092,-0.092,0.254,0.415
1112,-0.054,0.297,0.411
1122,-0.025,0.303,0.411
1132,0.001,0.323,0.410
1142,0.016,0.328,0.407
1152,0.012,0.336,0.429
1162,-0.008,0.334,0.425
1172,-0.024,0.328,0.427
1182,-0.041,0.329,0.415
1202,-0.058,0.372,0.389
1213,-0.074,0.393,0.371
1222,-0.064,0.409,0.367
1232,-0.058,0.425,0.354
1242,-0.052,0.424,0.358
1252,-0.070,0.410,0.372
1262,-0.079,0.437,0.382
1272,-0.078,0.455,0.374
1292,-0.061,0.466,0.346
1302,-0.050,0.442,0.352
1312,-0.061,0.432,0.360
1322,-0.049,0.474,0.365
1332,-0.023,0.503,0.336
1342,-0.024,0.510,0.303
1352,-0.048,0.532,0.318
1362,-0.085,0.499,0.335
1383,-0.077,0.487,0.361
1392,-0.041,0.536,0.356
1402,-0.021,0.580,0.340
1412,-0.025,0.579,0.338
1422,-0.037,0.578,0.361
1432,-0.057,0.536,0.378
1442,-0.078,0.536,0.372
1452,-0.086,0.545,0.370
1472,-0.048,0.526,0.328
1482,-0.058,0.496,0.403
1492,-0.079,0.519,0.455
1502,-0.069,0.514,0.429
1512,-0.038,0.549,0.397
1522,-0.005,0.570,0.370
1532,-0.002,0.557,0.375
1542,0.007,0.588,0.425
1562,0.059,0.631,0.412
1572,0.066,0.622,0.397
1582,0.017,0.600,0.446
1592,-0.044,0.566,0.453
1602,-0.154,0.543,0.483
1612,-0.208,0.559,0.517
1622,-0.255,0.578,0.563
1632,-0.245,0.579,0.552
1652,-0.199,0.618,0.330
1662,-0.195,0.694,0.246
1672,-0.176,0.688,0.224
1682,-0.120,0.673,0.168
1692,-0.114,0.723,0.154
1702,-0.097,0.690,0.121
1712,-0.131,0.725,0.097
1722,-0.130,0.704,0.063
1742,-0.082,0.737,0.058
1752,-0.067,0.739,0.101
1762,-0.107,0.724,0.119
1772,-0.217,0.714,0.149
1782,-0.208,0.722,0.136
1792,-0.201,0.732,0.068
1806,-0.158,0.759,-0.014
1812,-0.158,0.758,-0.033
1832,-0.188,0.758,0.082
1842,-0.179,0.723,0.076
1852,-0.106,0.744,0.064
1862,-0.030,0.725,0.086
1872,0.013,0.748,0.051
1882,0.082,0.724,-0.134
1892,0.129,0.708,-0.207
1902,0.198,0.660,-0.170
1922,0.256,0.697,-0.074
1932,0.289,0.644,-0.168
1942,0.268,0.593,-0.256
1952,0.351,0.539,-0.309
1962,0.532,0.585,-0.265
1972,0.700,0.455,-0.157
1982,0.804,0.396,-0.291
1992,0.840,0.356,-0.276
2012,0.892,0.255,-0.295
2023,0.908,0.299,-0.164
2032,0.840,0.247,-0.169
2043,0.845,0.178,-0.267
2052,0.891,0.127,-0.346
2062,0.911,0.046,-0.421
2072,0.929,0.041,-0.393
2082,0.836,0.044,-0.279
2102,0.922,-0.028,-0.272
2112,0.976,-0.069,-0.321
2122,0.935,-0.027,-0.348
