1,0.006,-0.014,0.084
11,0.014,-0.004,0.072
21,0.015,-0.015,0.079
31,0.013,-0.009,0.069
41,0.012,-0.009,0.068
51,0.015,-0.006,0.069
61,0.013,-0.012,0.076
71,0.013,-0.013,0.074
81,0.017,-0.011,0.070
91,0.025,-0.015,0.063
101,0.023,-0.009,0.067
111,0.017,-0.011,0.061
121,0.024,-0.011,0.076
131,0.023,-0.012,0.061
141,0.022,-0.012,0.073
151,0.023,-0.015,0.066
161,0.025,-0.017,0.070
171,0.024,-0.016,0.073
181,0.026,-0.024,0.063
191,0.026,-0.017,0.059
211,0.028,-0.023,0.060
221,0.022,-0.020,0.050
231,0.021,-0.031,0.062
241,0.027,-0.026,0.053
251,0.028,-0.030,0.053
261,0.026,-0.030,0.059
271,0.030,-0.029,0.052
281,0.028,-0.033,0.050
301,0.029,-0.029,0.040
311,0.039,-0.035,0.033
321,0.047,-0.031,0.031
331,0.038,-0.032,0.034
341,0.044,-0.033,0.026
351,0.047,-0.032,0.027
361,0.045,-0.033,0.018
371,0.049,-0.033,0.012
391,0.047,-0.037,0.007
401,0.055,-0.035,-0.005
411,0.050,-0.028,-0.002
421,0.058,-0.034,-0.014
431,0.056,-0.028,-0.024
441,0.053,-0.027,-0.031
451,0.050,-0.030,-0.030
461,0.048,-0.023,-0.038
481,0.055,-0.009,-0.058
491,0.051,-0.005,-0.075
501,0.046,-0.004,-0.073
511,0.044,0.011,-0.077
521,0.057,-0.000,-0.073
531,0.051,0.001,-0.083
541,0.050,0.008,-0.090
551,0.040,0.008,-0.092
571,0.021,0.005,-0.113
582,0.018,0.017,-0.121
591,0.013,0.034,-0.119
601,0.016,0.041,-0.133
611,0.009,0.055,-0.133
621,0.021,0.043,-0.147
631,0.027,0.040,-0.146
641,0.011,0.043,-0.146
661,-0.020,0.066,-0.164
671,-0.042,0.103,-0.174
681,-0.064,0.125,-0.160
691,-0.072,0.136,-0.146
701,-0.063,0.152,-0.147
711,-0.051,0.155,-0.139
721,-0.039,0.176,-0.139
731,-0.024,0.176,-0.136
751,-0.011,0.207,-0.106
761,-0.032,0.226,-0.113
771,-0.018,0.231,-0.093
781,-0.012,0.240,-0.077
791,-0.000,0.244,-0.088
801,0.007,0.241,-0.086
811,0.026,0.251,-0.080
821,0.014,0.243,-0.075
841,-0.002,0.258,-0.098
851,-0.021,0.265,-0.100
861,-0.028,0.271,-0.081
871,-0.041,0.281,-0.050
881,-0.034,0.275,-0.020
891,-0.006,0.270,-0.045
901,0.004,0.312,0.052
911,0.012,0.314,0.021
931,0.064,0.317,0.010
941,0.075,0.321,0.047
951,0.080,0.297,0.041
961,0.061,0.270,0.046
971,0.085,0.332,0.021
981,0.095,0.314,0.031
991,0.099,0.296,0.079
1001,0.099,0.308,0.094
1021,0.132,0.305,0.227
1031,0.146,0.291,0.235
1041,0.129,0.303,0.229
1051,0.127,0.299,0.181
1061,0.071,0.325,0.174
1071,0.123,0.343,0.149
1081,0.166,0.356,0.162
1091,0.221,0.350,0.198
1111,0.345,0.323,0.162
1121,0.365,0.318,0.136
1131,0.367,0.347,0.139
1141,0.374,0.341,0.120
1151,0.398,0.328,0.085
1161,0.411,0.329,0.107
1171,0.406,0.331,0.135
1181,0.362,0.327,0.121
1201,0.286,0.409,0.085
1211,0.275,0.424,0.095
1221,0.300,0.393,0.067
1231,0.390,0.366,-0.002
1241,0.496,0.358,-0.036
1251,0.534,0.350,-0.032
1261,0.482,0.322,0.001
1271,0.440,0.318,0.010
1291,0.464,0.301,-0.053
1301,0.536,0.278,-0.079
1311,0.575,0.291,-0.113
1321,0.591,0.262,-0.137
1331,0.572,0.255,-0.157
1341,0.529,0.246,-0.176
1351,0.508,0.252,-0.147
1361,0.516,0.273,-0.138
1381,0.587,0.198,-0.226
1391,0.548,0.264,-0.225
1401,0.530,0.294,-0.186
1411,0.488,0.276,-0.177
1421,0.447,0.243,-0.197
1431,0.418,0.233,-0.212
1441,0.443,0.224,-0.182
1451,0.508,0.236,-0.121
1471,0.642,0.257,-0.073
1481,0.634,0.277,-0.075
1491,0.507,0.218,-0.211
1501,0.455,0.243,-0.213
1511,0.487,0.284,-0.294
1521,0.641,0.317,-0.309
1531,0.707,0.325,-0.323
1541,0.610,0.350,-0.306
1561,0.440,0.391,-0.330
1571,0.377,0.412,-0.326
1581,0.325,0.446,-0.277
1591,0.347,0.501,-0.277
1601,0.329,0.599,-0.284
1611,0.274,0.589,-0.306
1621,0.101,0.559,-0.314
1631,-0.015,0.560,-0.378
