1,0.022,-0.019,-0.009
9,-0.002,-0.004,0.049
19,-0.011,-0.012,0.049
29,-0.000,-0.002,0.053
39,-0.011,-0.008,0.060
49,-0.012,-0.005,0.052
59,-0.015,-0.013,0.056
69,-0.008,-0.010,0.047
79,-0.003,-0.007,0.058
89,-0.005,-0.011,0.054
99,-0.009,-0.006,0.043
109,-0.011,-0.014,0.043
129,-0.019,-0.010,0.052
139,-0.012,-0.019,0.047
149,-0.006,-0.009,0.043
159,-0.010,-0.006,0.044
169,-0.021,-0.006,0.047
179,-0.007,-0.006,0.042
189,-0.019,-0.014,0.048
199,-0.016,-0.013,0.042
219,-0.009,-0.003,0.045
229,-0.016,-0.011,0.038
239,-0.019,-0.007,0.041
249,-0.018,-0.005,0.038
259,-0.016,-0.010,0.031
269,-0.018,-0.015,0.032
279,-0.017,-0.011,0.035
289,-0.025,-0.011,0.027
309,-0.018,-0.012,0.025
319,-0.017,-0.015,0.029
329,-0.020,-0.019,0.020
339,-0.011,-0.022,0.022
349,-0.020,-0.025,0.014
359,-0.021,-0.014,0.017
369,-0.015,-0.016,0.010
379,-0.022,-0.020,0.008
399,-0.019,-0.024,-0.001
409,-0.024,-0.020,-0.001
419,-0.018,-0.023,-0.013
429,-0.023,-0.024,-0.023
439,-0.016,-0.027,-0.015
449,-0.017,-0.028,-0.021
459,-0.018,-0.021,-0.035
469,-0.007,-0.024,-0.043
489,-0.018,-0.024,-0.039
499,-0.009,-0.023,-0.050
509,-0.014,-0.026,-0.066
519,-0.013,-0.023,-0.061
529,-0.029,-0.027,-0.062
539,-0.026,-0.029,-0.060
549,-0.021,-0.028,-0.067
559,-0.028,-0.031,-0.072
579,-0.023,-0.037,-0.074
589,-0.027,-0.030,-0.080
599,-0.024,-0.026,-0.083
609,-0.035,-0.021,-0.092
619,-0.028,-0.024,-0.090
629,-0.028,-0.020,-0.095
639,-0.040,-0.032,-0.104
649,-0.024,-0.022,-0.101
669,-0.018,-0.029,-0.113
679,-0.004,-0.028,-0.121
689,-0.001,-0.016,-0.125
699,-0.005,-0.017,-0.145
709,-0.016,-0.022,-0.149
719,-0.017,-0.027,-0.155
729,-0.031,-0.027,-0.155
739,-0.035,-0.038,-0.150
759,-0.006,-0.009,-0.155
769,0.004,-0.006,-0.150
779,0.004,0.004,-0.144
789,-0.007,0.003,-0.162
799,-0.029,0.011,-0.158
809,-0.046,0.009,-0.170
819,-0.062,0.017,-0.169
829,-0.058,0.026,-0.173
849,-0.049,0.021,-0.196
859,-0.039,0.030,-0.209
869,-0.032,0.027,-0.230
879,-0.017,0.038,-0.237
889,-0.021,0.038,-0.240
899,-0.004,0.041,-0.244
909,0.010,0.048,-0.269
919,0.017,0.052,-0.275
939,0.017,0.070,-0.286
949,-0.007,0.082,-0.283
959,-0.004,0.067,-0.280
969,0.007,0.092,-0.298
979,0.014,0.126,-0.292
989,0.029,0.137,-0.302
999,0.046,0.148,-0.283
1009,0.048,0.164,-0.300
1029,0.029,0.135,-0.339
1039,0.006,0.106,-0.381
1049,0.002,0.073,-0.397
