1,-0.012,0.013,0.002
12,-0.017,0.011,0.049
22,-0.017,0.007,0.042
32,-0.020,0.010,0.033
42,-0.022,0.016,0.036
52,-0.025,0.009,0.049
62,-0.017,0.013,0.043
72,-0.017,0.013,0.041
82,-0.016,0.012,0.047
92,-0.024,0.014,0.037
102,-0.024,0.013,0.043
112,-0.024,0.011,0.031
122,-0.027,0.013,0.038
132,-0.030,0.018,0.032
142,-0.030,0.019,0.029
152,-0.034,0.014,0.028
162,-0.043,0.010,0.033
172,-0.048,0.021,0.026
182,-0.048,0.014,0.035
192,-0.057,0.014,0.020
212,-0.068,0.011,0.023
222,-0.068,0.014,0.022
232,-0.073,0.019,0.028
242,-0.079,0.023,0.024
252,-0.083,0.031,0.024
262,-0.077,0.034,0.029
272,-0.074,0.037,0.023
282,-0.068,0.049,0.021
302,-0.062,0.067,0.018
312,-0.060,0.067,0.022
322,-0.054,0.085,0.029
332,-0.048,0.102,0.031
342,-0.047,0.113,0.017
352,-0.051,0.117,0.029
362,-0.057,0.126,0.031
372,-0.057,0.126,0.023
392,-0.055,0.133,0.038
402,-0.057,0.137,0.037
412,-0.067,0.124,0.034
422,-0.075,0.127,0.045
432,-0.080,0.125,0.048
442,-0.086,0.122,0.053
452,-0.094,0.121,0.052
462,-0.092,0.125,0.062
482,-0.102,0.126,0.068
492,-0.101,0.120,0.084
502,-0.099,0.121,0.087
512,-0.103,0.131,0.098
522,-0.101,0.120,0.109
532,-0.105,0.130,0.111
542,-0.111,0.129,0.116
552,-0.116,0.122,0.129
572,-0.125,0.124,0.150
582,-0.130,0.123,0.176
592,-0.128,0.123,0.178
602,-0.127,0.119,0.188
612,-0.122,0.115,0.187
622,-0.118,0.123,0.192
632,-0.119,0.125,0.203
642,-0.116,0.141,0.210
662,-0.098,0.155,0.192
672,-0.113,0.157,0.184
682,-0.141,0.142,0.194
692,-0.167,0.144,0.208
702,-0.166,0.135,0.226
712,-0.171,0.118,0.228
722,-0.173,0.117,0.257
732,-0.169,0.123,0.275
752,-0.163,0.116,0.277
762,-0.165,0.101,0.287
772,-0.171,0.104,0.289
782,-0.173,0.088,0.301
792,-0.151,0.051,0.304
802,-0.145,0.046,0.315
812,-0.149,0.045,0.327
822,-0.148,0.045,0.344
842,-0.163,0.004,0.344
852,-0.170,-0.005,0.342
862,-0.179,-0.009,0.348
872,-0.182,-0.020,0.362
882,-0.183,-0.029,0.380
892,-0.190,-0.045,0.399
902,-0.198,-0.053,0.384
912,-0.200,-0.062,0.391
932,-0.167,-0.059,0.372
942,-0.160,-0.048,0.362
952,-0.175,-0.039,0.367
962,-0.199,-0.037,0.384
972,-0.206,-0.044,0.414
982,-0.221,-0.064,0.420
992,-0.221,-0.065,0.426
1002,-0.197,-0.058,0.419
1022,-0.132,-0.068,0.415
1032,-0.139,-0.097,0.431
1042,-0.161,-0.123,0.445
1052,-0.199,-0.132,0.474
1062,-0.215,-0.113,0.485
1072,-0.213,-0.096,0.496
1082,-0.224,-0.093,0.495
1092,-0.251,-0.118,0.500
1112,-0.251,-0.196,0.519
1122,-0.217,-0.203,0.508
1132,-0.210,-0.185,0.499
1142,-0.242,-0.158,0.562
1152,-0.316,-0.140,0.639
1162,-0.342,-0.132,0.673
1172,-0.296,-0.149,0.664
1182,-0.201,-0.161,0.572
1202,-0.215,-0.196,0.553
1212,-0.313,-0.206,0.641
1222,-0.356,-0.218,0.685
1232,-0.341,-0.230,0.684
1242,-0.313,-0.249,0.631
1252,-0.260,-0.258,0.565
1262,-0.225,-0.241,0.505
1272,-0.216,-0.248,0.534
1292,-0.338,-0.268,0.607
1302,-0.365,-0.243,0.615
1312,-0.347,-0.246,0.647
1322,-0.299,-0.213,0.649
1332,-0.240,-0.190,0.642
1342,-0.187,-0.162,0.637
1352,-0.141,-0.133,0.658
1362,-0.086,-0.143,0.677
1382,-0.198,-0.079,0.743
1392,-0.286,-0.055,0.778
1402,-0.253,-0.081,0.762
1412,-0.200,-0.115,0.700
1422,-0.215,-0.126,0.706
1432,-0.248,-0.107,0.677
1442,-0.257,-0.096,0.657
1452,-0.295,-0.088,0.681
1472,-0.309,-0.097,0.665
1482,-0.302,-0.096,0.673
1492,-0.328,-0.041,0.722
1502,-0.367,0.001,0.731
1512,-0.310,0.012,0.753
1522,-0.274,0.011,0.708
1532,-0.267,0.047,0.660
1542,-0.210,0.061,0.727
1562,-0.315,0.141,0.803
1572,-0.301,0.165,0.755
1582,-0.272,0.140,0.675
1592,-0.281,0.137,0.706
1602,-0.339,0.214,0.694
1612,-0.416,0.288,0.791
1622,-0.366,0.276,0.800
1632,-0.314,0.241,0.738
1652,-0.369,0.184,0.668
1662,-0.440,0.223,0.646
1672,-0.442,0.252,0.620
1682,-0.396,0.267,0.594
1692,-0.300,0.222,0.563
1702,-0.258,0.149,0.576
1712,-0.278,0.114,0.512
1722,-0.332,0.056,0.573
1742,-0.271,-0.055,0.663
1752,-0.280,-0.054,0.721
1762,-0.316,-0.025,0.712
1772,-0.308,-0.006,0.750
1782,-0.238,-0.017,0.754
1792,-0.197,-0.010,0.726
1802,-0.128,-0.009,0.731
1812,-0.078,-0.028,0.719
1832,-0.024,0.004,0.733
1842,0.025,-0.023,0.773
1852,0.116,-0.023,0.811
1862,0.090,-0.008,0.857
1872,0.119,0.072,0.814
1882,0.130,0.082,0.774
1892,0.194,0.106,0.745
1902,0.264,0.154,0.700
1922,0.383,0.393,0.536
1932,0.357,0.493,0.558
1942,0.386,0.577,0.432
1952,0.580,0.531,0.290
1962,0.582,0.519,0.242
1972,0.637,0.438,0.208
1982,0.710,0.419,0.192
1992,0.742,0.433,0.158
2012,0.714,0.420,-0.005
2022,0.731,0.421,-0.082
2032,0.706,0.383,-0.187
2042,0.730,0.308,-0.305
2052,0.759,0.175,-0.423
2062,0.774,0.099,-0.499
2072,0.720,0.083,-0.430
2082,0.675,0.085,-0.440
